数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
88	20-11-4	10-30	8	8	8	8	8	8	4.04	
89	20-11-4	10-41	29	41	44	28	40	44	4.03	
90	20-11-4	10-51	20	26	29	20	26	29	4.02	
91	20-11-4	11-2	20	25	28	20	25	28	4.03	
92	20-11-4	11-12	17	22	22	17	22	22	4.03	
93	20-11-4	11-23	10	13	14	10	13	14	4.03	
94	20-11-4	11-33	10	13	13	10	13	13	4.03	
95	20-11-4	11-44	10	12	13	10	12	13	4.03	
96	20-11-4	11-54	9	13	13	9	13	13	4.03	
97	20-11-4	12-5	8	12	13	8	12	13	4.03	
98	20-11-4	12-15	10	12	12	10	12	12	4.02	
99	20-11-4	12-26	12	14	14	12	14	14	4.02	
100	20-11-4	12-36	12	16	16	12	16	16	4.02	
101	20-11-4	12-47	10	13	13	10	13	13	4.02	
102	20-11-4	12-57	10	14	16	10	14	16	4.02	
103	20-11-4	13-8	12	16	17	12	16	17	4.02	
104	20-11-4	13-19	10	12	12	10	12	12	4.02	
105	20-11-4	13-29	2	5	5	2	5	5	4.02	
106	20-11-4	13-40	1	3	3	1	3	3	4.02	
107	20-11-4	13-50	1	1	2	1	1	2	4.02	
108	20-11-4	14-1	6	7	7	6	7	7	4.01	
109	20-11-4	14-11	6	7	9	6	7	9	4.02	
110	20-11-4	14-22	6	10	10	6	10	10	4.01	
111	20-11-4	14-32	7	11	13	7	11	13	4.02	
112	20-11-4	14-43	8	10	12	8	10	12	4.01	
113	20-11-4	14-53	9	13	13	9	13	13	4.01	
114	20-11-4	15-4	6	9	9	6	9	9	4.01	
115	20-11-4	15-14	6	9	9	6	9	9	4.01	
116	20-11-4	15-25	5	7	7	5	7	7	4.01	
117	20-11-4	15-35	6	7	7	6	7	7	4.01	
118	20-11-4	15-46	4	6	6	4	6	6	4.01	
119	20-11-4	15-57	4	8	9	4	8	9	4.01	
120	20-11-4	16-7	2	4	4	2	4	4	4.01	
121	20-11-4	16-18	6	7	8	6	7	8	4.01	
122	20-11-4	16-28	6	9	9	6	9	9	4.01	
123	20-11-4	16-39	6	9	9	6	9	9	4.01	
124	20-11-4	16-49	0	0	0	0	0	0	4.00	
125	20-11-4	17-0	1	1	1	1	1	1	4.01	
126	20-11-4	17-10	2	3	5	2	3	5	4.00	
127	20-11-4	17-21	21	28	33	21	28	33	4.00	
128	20-11-4	17-31	5	6	6	5	6	6	4.00	
129	20-11-4	17-42	7	9	9	7	9	9	4.01	
130	20-11-4	17-53	6	9	9	6	9	9	4.00	
131	20-11-4	18-3	8	9	11	8	9	11	4.00	
132	20-11-4	18-14	11	17	18	11	17	18	4.00	
133	20-11-4	18-24	6	12	15	6	12	15	4.00	
134	20-11-4	18-35	5	7	7	5	7	7	4.00	
135	20-11-4	18-45	4	5	5	4	5	5	4.00	
136	20-11-4	18-56	5	9	9	5	9	9	3.98	
137	20-11-4	19-6	7	11	13	7	11	13	4.00	
138	20-11-4	19-17	9	14	15	9	14	15	4.00	
139	20-11-4	19-27	18	24	29	18	24	29	4.00	
140	20-11-4	19-38	15	24	25	15	24	25	4.00	
141	20-11-4	19-48	17	24	28	17	24	28	3.99	
142	20-11-4	19-59	18	27	30	18	27	30	4.00	
143	20-11-4	20-9	18	28	32	18	28	32	3.99	
144	20-11-4	20-20	19	30	34	19	30	34	3.99	
145	20-11-4	20-30	22	28	29	22	28	29	4.00	
146	20-11-4	20-41	11	15	18	11	15	18	3.98	
147	20-11-4	20-52	6	9	10	6	9	10	3.99	
148	20-11-4	21-2	5	9	9	5	9	9	3.99	
149	20-11-4	21-13	3	5	7	3	5	7	3.99	
150	20-11-4	21-23	7	10	13	7	10	13	3.99	
151	20-11-4	21-34	6	9	9	6	9	9	3.99	
152	20-11-4	21-44	5	6	7	5	6	7	3.98	
153	20-11-4	21-55	8	10	11	8	10	11	3.99	
154	20-11-4	22-5	38	55	61	32	48	60	3.99	
155	20-11-4	22-16	46	65	72	37	54	66	3.99	
156	20-11-4	22-25	36	49	57	33	48	57	4.39	
157	20-11-4	22-35	25	34	37	25	34	37	4.39	
158	20-11-4	22-46	17	24	24	17	24	24	4.39	
159	20-11-4	22-56	12	19	22	12	19	22	4.38	
160	20-11-4	23-7	12	19	20	12	19	20	4.30	
161	20-11-4	23-17	12	19	20	12	19	20	4.30	
162	20-11-4	23-28	83	125	140	54	83	101	4.21	
163	20-11-4	23-38	52	73	80	40	58	71	4.19	
164	20-11-4	23-49	36	51	58	32	47	58	4.18	
165	20-11-4	23-59	25	33	40	25	33	40	4.18	
166	20-11-5	0-10	22	29	32	22	29	32	4.17	
167	20-11-5	0-20	15	23	26	15	23	26	4.15	
168	20-11-5	0-31	13	19	21	13	19	21	4.15	
169	20-11-5	0-41	12	17	17	12	17	17	4.15	
170	20-11-5	0-52	10	14	16	10	14	16	4.15	
171	20-11-5	1-2	10	14	16	10	14	16	4.15	
172	20-11-5	1-13	12	14	17	12	14	17	4.15	
173	20-11-5	1-23	10	13	14	10	13	14	4.15	
174	20-11-5	1-34	16	22	25	16	22	25	4.15	
175	20-11-5	1-44	14	18	22	14	18	22	4.14	
176	20-11-5	1-55	12	16	16	12	16	16	4.14	
177	20-11-5	2-5	9	12	12	9	12	12	4.14	
178	20-11-5	2-16	8	10	10	8	10	10	4.14	
179	20-11-5	2-26	9	12	13	9	12	13	4.14	
180	20-11-5	2-37	9	13	14	9	13	14	4.14	
181	20-11-5	2-47	8	12	13	8	12	13	4.14	
182	20-11-5	2-58	9	13	13	9	13	13	4.14	
183	20-11-5	3-8	9	12	13	9	12	13	4.14	
184	20-11-5	3-19	8	10	10	8	10	10	4.14	
185	20-11-5	3-29	9	13	14	9	13	14	4.14	
186	20-11-5	3-40	8	10	12	8	10	12	4.14	
187	20-11-5	3-50	8	10	12	8	10	12	4.14	
188	20-11-5	4-1	8	10	10	8	10	10	4.14	
189	20-11-5	4-11	8	9	9	8	9	9	4.14	
190	20-11-5	4-22	6	9	9	6	9	9	4.14	
191	20-11-5	4-32	8	9	10	8	9	10	4.14	
192	20-11-5	4-43	5	9	9	5	9	9	4.14	
193	20-11-5	4-53	8	10	10	8	10	10	4.14	
194	20-11-5	5-4	8	9	10	8	9	10	4.14	
195	20-11-5	5-14	6	8	9	6	8	9	4.14	
196	20-11-5	5-25	5	8	9	5	8	9	4.14	
197	20-11-5	5-35	6	8	8	6	8	8	4.14	
198	20-11-5	5-46	8	10	10	8	10	10	4.14	
199	20-11-5	5-56	6	9	9	6	9	9	4.14	
200	20-11-5	6-7	6	9	9	6	9	9	4.14	
201	20-11-5	6-17	6	10	10	6	10	10	4.14	
202	20-11-5	6-28	6	9	9	6	9	9	4.14	
203	20-11-5	6-38	8	9	9	8	9	9	4.14	
204	20-11-5	6-49	8	10	12	8	10	12	4.14	
205	20-11-5	6-59	6	9	9	6	9	9	4.14	
206	20-11-5	7-10	5	8	8	5	8	8	4.14	
207	20-11-5	7-20	6	9	9	6	9	9	4.14	
208	20-11-5	7-31	8	10	10	8	10	10	4.14	
209	20-11-5	7-41	5	8	9	5	8	9	4.14	
210	20-11-5	7-52	6	8	9	6	8	9	4.11	
211	20-11-5	8-2	5	7	7	5	7	7	4.11	
212	20-11-5	8-13	6	9	10	6	9	10	4.11	
213	20-11-5	8-23	6	7	7	6	7	7	4.11	
214	20-11-5	8-34	6	9	9	6	9	9	4.10	
215	20-11-5	8-45	6	10	12	6	10	12	4.10	
216	20-11-5	8-55	7	10	10	7	10	10	4.10	
217	20-11-5	9-6	6	8	10	6	8	10	4.10	
218	20-11-5	9-16	6	8	8	6	8	8	4.10	
219	20-11-5	9-27	6	8	8	6	8	8	4.09	
220	20-11-5	9-37	7	10	10	7	10	10	4.09	
221	20-11-5	9-48	5	7	8	5	7	8	4.09	
222	20-11-5	9-58	6	8	8	6	8	8	4.09	
223	20-11-5	10-9	4	7	7	4	7	7	4.08	
224	20-11-5	10-19	6	8	8	6	8	8	4.08	
225	20-11-5	10-30	6	9	9	6	9	9	4.09	
226	20-11-5	10-40	6	8	9	6	8	9	4.08	
227	20-11-5	10-51	6	9	10	6	9	10	4.08	
228	20-11-5	11-1	7	9	9	7	9	9	4.08	
229	20-11-5	11-12	7	9	10	7	9	10	4.08	
230	20-11-5	11-23	7	9	10	7	9	10	4.07	
231	20-11-5	11-33	8	10	12	8	10	12	4.07	
232	20-11-5	11-44	7	10	10	7	10	10	4.07	
233	20-11-5	11-54	8	12	13	8	12	13	4.07	
234	20-11-5	12-5	8	12	12	8	12	12	4.07	
235	20-11-5	12-15	7	10	12	7	10	12	4.07	
236	20-11-5	12-26	9	11	13	9	11	13	4.07	
237	20-11-5	12-36	6	9	9	6	9	9	4.07	
238	20-11-5	12-47	6	8	8	6	8	8	4.07	
239	20-11-5	12-57	6	8	10	6	8	10	4.06	
240	20-11-5	13-8	8	12	12	8	12	12	4.06	
241	20-11-5	13-18	10	12	12	10	12	12	4.06	
242	20-11-5	13-29	9	13	14	9	13	14	4.06	
243	20-11-5	13-39	7	10	11	7	10	11	4.06	
244	20-11-5	13-50	9	11	11	9	11	11	4.06	
245	20-11-5	14-0	7	11	13	7	11	13	4.05	
246	20-11-5	14-11	9	11	11	9	11	11	4.05	
247	20-11-5	14-22	6	10	11	6	10	11	4.06	
248	20-11-5	14-32	7	10	13	7	10	13	4.05	
249	20-11-5	14-43	9	11	13	9	11	13	4.05	
250	20-11-5	14-53	7	10	14	7	10	14	4.04	
251	20-11-5	15-4	9	11	11	9	11	11	4.05	
252	20-11-5	15-14	9	11	13	9	11	13	4.05	
253	20-11-5	15-25	66	98	111	45	67	87	4.05	
254	20-11-5	15-35	27	38	39	26	38	39	4.04	
255	20-11-5	15-46	21	30	33	21	30	33	4.04	
256	20-11-5	15-53	71	101	111	48	71	90	4.38	
257	20-11-5	16-3	53	79	95	40	61	81	4.27	
258	20-11-5	16-14	35	49	53	31	45	53	4.20	
259	20-11-5	16-24	22	33	36	22	33	36	4.18	
260	20-11-5	16-35	69	106	118	46	70	90	4.17	
261	20-11-5	16-45	58	83	94	42	62	79	4.18	
262	20-11-5	16-56	43	63	69	35	52	65	4.17	
263	20-11-5	17-6	82	124	133	53	82	95	4.15	
264	20-11-5	17-17	54	82	95	40	61	79	4.15	
265	20-11-5	17-27	18	26	28	18	26	28	4.15	
266	20-11-5	17-38	14	18	19	14	18	19	4.15	
267	20-11-5	17-48	14	18	22	14	18	22	4.15	
268	20-11-5	17-59	10	14	17	10	14	17	4.15	
269	20-11-5	18-9	12	16	16	12	16	16	4.15	
270	20-11-5	18-20	10	14	14	10	14	14	4.15	
271	20-11-5	18-30	10	14	15	10	14	15	4.15	
272	20-11-5	18-41	11	15	17	11	15	17	4.15	
273	20-11-5	18-51	11	14	14	11	14	14	4.15	
274	20-11-5	19-2	13	17	18	13	17	18	4.15	
275	20-11-5	19-12	14	17	18	14	17	18	4.15	
276	20-11-5	19-23	11	15	17	11	15	17	4.15	
277	20-11-5	19-33	13	17	17	13	17	17	4.15	
278	20-11-5	19-44	10	15	17	10	15	17	4.15	
279	20-11-5	19-54	11	14	15	11	14	15	4.15	
280	20-11-5	20-5	14	18	18	14	18	18	4.15	
281	20-11-5	20-15	13	17	20	13	17	20	4.15	
282	20-11-5	20-26	11	15	17	11	15	17	4.15	
283	20-11-5	20-36	11	15	15	11	15	15	4.15	
284	20-11-5	20-47	11	15	18	11	15	18	4.15	
285	20-11-5	20-57	11	15	17	11	15	17	4.15	
286	20-11-5	21-8	13	17	18	13	17	18	4.15	
287	20-11-5	21-18	11	17	17	11	17	17	4.15	
288	20-11-5	21-29	14	18	19	14	18	19	4.15	
289	20-11-5	21-39	11	15	17	11	15	17	4.15	
290	20-11-5	21-50	10	14	15	10	14	15	4.15	
291	20-11-5	22-0	66	90	99	44	63	80	4.15	
292	20-11-5	22-11	44	61	67	36	51	63	4.15	
293	20-11-5	22-21	26	35	38	26	35	38	4.14	
294	20-11-5	22-32	24	34	35	24	34	35	4.15	
295	20-11-5	22-42	19	24	26	19	24	26	4.15	
296	20-11-5	22-53	19	26	29	19	26	29	4.15	
297	20-11-5	23-3	50	72	79	39	57	71	4.15	
298	20-11-5	23-14	89	130	141	58	86	98	4.14	
299	20-11-5	23-25	108	166	189	71	110	126	4.15	
300	20-11-5	23-35	76	113	126	50	76	93	4.14	
301	20-11-5	23-46	55	78	90	40	59	77	4.14	
302	20-11-5	23-56	38	54	61	33	47	60	4.15	
303	20-11-6	0-7	31	42	48	28	41	48	4.15	
304	20-11-6	0-17	87	129	138	57	85	98	4.15	
305	20-11-6	0-28	56	82	90	40	61	77	4.15	
306	20-11-6	0-38	39	56	63	33	49	61	4.15	
307	20-11-6	0-49	31	48	51	28	44	51	4.14	
308	20-11-6	0-59	23	36	40	23	36	40	4.15	
309	20-11-6	1-10	23	31	32	23	31	32	4.15	
310	20-11-6	1-20	21	27	28	21	27	28	4.15	
311	20-11-6	1-31	18	26	28	18	26	28	4.15	
312	20-11-6	1-41	15	21	22	15	21	22	4.15	
313	20-11-6	1-52	89	144	163	59	95	107	4.15	
314	20-11-6	2-2	118	175	206	78	115	136	4.15	
315	20-11-6	2-13	109	161	188	72	106	124	4.15	
316	20-11-6	2-23	80	119	136	52	78	97	4.15	
317	20-11-6	2-34	63	93	101	43	65	82	4.14	
318	20-11-6	2-44	44	65	77	36	53	69	4.14	
319	20-11-6	2-55	35	51	56	31	46	56	4.14	
320	20-11-6	3-5	26	36	40	26	36	40	4.14	
321	20-11-6	3-16	23	32	34	23	32	34	4.14	
322	20-11-6	3-26	22	31	32	22	31	32	4.14	
323	20-11-6	3-37	21	26	27	21	26	27	4.14	
324	20-11-6	3-47	18	26	27	18	26	27	4.14	
325	20-11-6	3-58	17	23	25	17	23	25	4.14	
326	20-11-6	4-8	14	21	21	14	21	21	4.14	
327	20-11-6	4-19	14	21	22	14	21	22	4.14	
328	20-11-6	4-29	14	22	22	14	22	22	4.14	
329	20-11-6	4-40	13	18	21	13	18	21	4.14	
330	20-11-6	4-50	14	21	25	14	21	25	4.14	
331	20-11-6	5-1	13	19	21	13	19	21	4.14	
332	20-11-6	5-11	13	18	18	13	18	18	4.14	
333	20-11-6	5-22	15	21	21	15	21	21	4.14	
334	20-11-6	5-32	14	22	25	14	22	25	4.14	
335	20-11-6	5-43	14	19	22	14	19	22	4.14	
336	20-11-6	5-53	13	21	22	13	21	22	4.14	
337	20-11-6	6-4	14	21	23	14	21	23	4.14	
338	20-11-6	6-14	15	22	23	15	22	23	4.14	
339	20-11-6	6-25	15	22	26	15	22	26	4.14	
340	20-11-6	6-35	17	22	23	17	22	23	4.14	
341	20-11-6	6-46	15	23	25	15	23	25	4.14	
342	20-11-6	6-56	15	25	27	15	25	27	4.14	
343	20-11-6	7-7	18	25	27	18	25	27	4.14	
344	20-11-6	7-17	17	25	27	17	25	27	4.14	
345	20-11-6	7-28	18	26	30	18	26	30	4.14	
346	20-11-6	7-38	15	22	25	15	22	25	4.14	
347	20-11-6	7-49	18	25	26	18	25	26	4.14	
348	20-11-6	7-59	15	23	29	15	23	29	4.14	
349	20-11-6	8-10	21	27	31	21	27	31	4.14	
350	20-11-6	8-20	35	51	57	31	46	57	4.15	
351	20-11-6	8-31	48	69	73	37	56	68	4.14	
352	20-11-6	8-41	50	77	87	38	59	75	4.15	
353	20-11-6	8-52	50	75	89	38	58	76	4.15	
354	20-11-6	9-2	40	60	63	34	51	61	4.14	
355	20-11-6	9-13	63	90	94	43	64	80	4.14	
356	20-11-6	9-23	71	100	106	46	68	85	4.14	
357	20-11-6	9-34	60	87	92	43	63	79	4.14	
358	20-11-6	9-44	59	85	92	42	63	79	4.14	
359	20-11-6	9-55	48	71	73	38	56	68	4.14	
360	20-11-6	10-5	51	73	81	39	57	72	4.14	
361	20-11-6	10-16	44	63	69	36	52	65	4.14	
362	20-11-6	10-26	42	59	64	35	51	61	4.14	
363	20-11-6	10-37	40	55	61	34	48	60	4.14	
364	20-11-6	10-47	38	52	55	32	47	55	4.14	
365	20-11-6	10-58	37	51	54	31	46	54	4.14	
366	20-11-6	11-8	29	41	43	27	39	43	4.14	
367	20-11-6	11-19	30	42	45	29	41	45	4.14	
368	20-11-6	11-29	27	39	42	26	39	42	4.14	
369	20-11-6	11-40	26	35	39	26	35	39	4.14	
370	20-11-6	11-50	31	43	45	29	42	45	4.14	
371	20-11-6	12-1	35	47	50	31	43	50	4.14	
372	20-11-6	12-11	35	51	54	31	46	54	4.14	
373	20-11-6	12-22	38	53	55	33	47	55	4.14	
374	20-11-6	12-32	35	49	50	31	45	50	4.14	
375	20-11-6	12-43	33	45	50	30	42	50	4.14	
376	20-11-6	12-53	35	49	51	31	45	51	4.14	
377	20-11-6	13-4	35	49	54	31	45	54	4.14	
378	20-11-6	13-14	34	47	51	30	43	51	4.14	
379	20-11-6	13-25	38	53	54	33	47	54	4.14	
380	20-11-6	13-35	35	50	53	31	46	53	4.14	
381	20-11-6	13-46	37	47	50	31	43	50	4.14	
382	20-11-6	13-56	31	42	46	29	41	46	4.14	
383	20-11-6	14-7	30	41	46	29	39	46	4.14	
384	20-11-6	14-17	29	39	43	27	39	43	4.14	
385	20-11-6	14-28	27	38	42	26	38	42	4.14	
386	20-11-6	14-38	27	37	39	26	37	39	4.15	
387	20-11-6	14-49	29	41	45	27	39	45	4.14	
388	20-11-6	14-59	27	39	46	26	39	46	4.14	
389	20-11-6	15-10	35	47	48	31	43	48	4.15	
390	20-11-6	15-20	30	43	45	29	42	45	4.15	
391	20-11-6	15-31	31	46	49	29	43	49	4.14	
392	20-11-6	15-41	30	45	49	29	42	49	4.14	
393	20-11-6	15-52	38	51	56	33	46	56	4.14	
394	20-11-6	16-2	37	54	56	31	47	56	4.14	
395	20-11-6	16-13	42	54	61	35	47	60	4.14	
396	20-11-6	16-23	42	61	69	35	52	65	4.14	
397	20-11-6	16-34	44	60	64	36	51	61	4.14	
398	20-11-6	16-44	42	59	68	35	51	64	4.14	
399	20-11-6	16-55	47	65	72	36	54	67	4.14	
400	20-11-6	17-5	46	64	69	36	53	65	4.14	
401	20-11-6	17-16	47	64	71	36	53	65	4.14	
402	20-11-6	17-26	42	59	64	35	51	61	4.14	
403	20-11-6	17-37	49	71	74	38	56	68	4.14	
404	20-11-6	17-47	48	65	71	38	53	65	4.14	
405	20-11-6	17-58	46	64	72	36	53	67	4.14	
406	20-11-6	18-8	48	68	76	38	55	69	4.14	
407	20-11-6	18-19	50	71	75	38	57	69	4.15	
408	20-11-6	18-29	47	68	72	36	55	67	4.14	
409	20-11-6	18-40	53	78	86	40	60	74	4.14	
410	20-11-6	18-50	55	78	86	40	60	74	4.14	
411	20-11-6	19-1	56	77	90	40	59	77	4.14	
412	20-11-6	19-11	59	82	89	41	61	76	4.14	
413	20-11-6	19-22	56	81	88	40	60	75	4.14	
414	20-11-6	19-32	59	83	89	42	61	76	4.14	
415	20-11-6	19-43	61	88	96	42	63	80	4.14	
416	20-11-6	19-53	71	102	108	47	68	86	4.14	
417	20-11-6	20-4	75	106	121	49	70	91	4.14	
418	20-11-6	20-15	68	96	105	45	66	84	4.14	
419	20-11-6	20-25	72	101	111	48	67	86	4.14	
420	20-11-6	20-36	68	100	110	45	67	87	4.14	
421	20-11-6	20-46	71	107	120	46	71	90	4.14	
422	20-11-6	20-57	72	100	110	47	67	86	4.14	
423	20-11-6	21-7	70	105	116	45	68	89	4.14	
424	20-11-6	21-18	69	97	112	45	66	86	4.14	
425	20-11-6	21-28	68	99	109	45	66	86	4.14	
426	20-11-6	21-39	59	83	90	42	61	77	4.14	
427	20-11-6	21-49	63	88	97	43	63	79	4.14	
428	20-11-6	22-0	59	83	90	42	61	77	4.14	
429	20-11-6	22-10	57	84	95	41	61	79	4.14	
430	20-11-6	22-21	56	80	87	41	60	74	4.14	
431	20-11-6	22-31	56	79	88	41	58	75	4.14	
432	20-11-6	22-42	52	79	84	39	59	73	4.14	
433	20-11-6	22-52	58	81	84	41	60	73	4.14	
434	20-11-6	23-3	52	74	75	39	57	68	4.14	
435	20-11-6	23-13	51	72	80	38	56	71	4.14	
436	20-11-6	23-24	50	73	81	38	57	72	4.14	
437	20-11-6	23-34	66	96	109	44	66	85	4.14	
438	20-11-6	23-45	82	116	138	53	77	97	4.14	
439	20-11-6	23-55	84	121	138	55	80	97	4.14	
440	20-11-7	0-6	107	167	191	70	110	126	4.14	
441	20-11-7	0-16	107	160	179	71	106	118	4.15	
442	20-11-7	0-27	106	153	169	70	100	112	4.14	
443	20-11-7	0-37	104	151	170	68	100	113	4.14	
444	20-11-7	0-48	86	125	143	56	82	99	4.14	
445	20-11-7	0-58	86	126	142	56	83	98	4.14	
446	20-11-7	1-9	74	111	127	48	74	93	4.14	
447	20-11-7	1-19	74	104	114	48	68	88	4.14	
448	20-11-7	1-30	123	185	208	81	122	138	4.14	
449	20-11-7	1-40	112	170	195	73	112	130	4.14	
450	20-11-7	1-51	105	160	193	69	106	127	4.14	
451	20-11-7	2-1	93	138	153	61	92	102	4.14	
452	20-11-7	2-12	86	131	152	56	86	102	4.14	
453	20-11-7	2-22	75	113	120	49	74	91	4.14	
454	20-11-7	2-33	71	106	126	46	70	93	4.14	
455	20-11-7	2-43	73	110	120	48	72	92	4.14	
456	20-11-7	2-54	73	103	115	48	69	89	4.14	
457	20-11-7	3-4	69	101	110	45	67	87	4.14	
458	20-11-7	3-15	65	96	105	44	66	85	4.14	
459	20-11-7	3-25	65	93	99	44	65	81	4.14	
460	20-11-7	3-36	66	97	102	44	66	82	4.14	
461	20-11-7	3-46	69	98	103	46	67	84	4.14	
462	20-11-7	3-57	69	102	114	46	68	88	4.14	
463	20-11-7	4-7	67	105	120	44	69	92	4.14	
464	20-11-7	4-18	71	105	118	46	69	90	4.14	
465	20-11-7	4-28	70	103	110	45	69	86	4.14	
466	20-11-7	4-39	74	108	119	48	72	90	4.14	
467	20-11-7	4-49	80	117	126	52	77	93	4.14	
468	20-11-7	5-0	81	121	128	53	80	94	4.14	
469	20-11-7	5-10	80	119	127	52	78	94	4.14	
470	20-11-7	5-21	82	119	136	53	78	97	4.14	
471	20-11-7	5-31	80	120	132	52	80	95	4.14	
472	20-11-7	5-42	81	122	137	54	80	97	4.14	
473	20-11-7	5-52	86	130	145	56	85	101	4.14	
474	20-11-7	6-3	85	127	140	56	83	98	4.14	
475	20-11-7	6-13	88	130	149	58	85	101	4.14	
476	20-11-7	6-24	85	128	141	56	85	99	4.14	
477	20-11-7	6-34	85	126	147	56	82	101	4.14	
