数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	
168	20-11-4	15-14	6	10	11	6	10	11	4.06	
169	20-11-4	15-25	7	12	12	7	12	12	4.06	
170	20-11-4	15-35	7	13	14	7	13	14	4.05	
171	20-11-4	15-46	6	10	10	6	10	10	4.06	
172	20-11-4	15-56	8	12	14	8	12	14	4.05	
173	20-11-4	16-7	7	11	12	7	11	12	4.06	
174	20-11-4	16-17	6	10	10	6	10	10	4.06	
175	20-11-4	16-28	8	12	16	8	12	16	4.05	
176	20-11-4	16-38	6	10	10	6	10	10	4.05	
177	20-11-4	16-49	6	9	11	6	9	11	4.05	
178	20-11-4	16-59	6	8	10	6	8	10	4.05	
179	20-11-4	17-10	8	12	12	8	12	12	4.05	
180	20-11-4	17-20	7	12	15	7	12	15	4.05	
181	20-11-4	17-31	7	12	13	7	12	13	4.05	
182	20-11-4	17-42	6	10	12	6	10	12	4.05	
183	20-11-4	17-52	7	12	15	7	12	15	4.05	
184	20-11-4	18-3	7	10	10	7	10	10	4.04	
185	20-11-4	18-13	7	11	13	7	11	13	4.04	
186	20-11-4	18-24	8	11	12	8	11	12	4.04	
187	20-11-4	18-34	7	11	14	7	11	14	4.04	
188	20-11-4	18-45	7	11	13	7	11	13	4.04	
189	20-11-4	18-55	6	11	16	6	11	16	4.04	
190	20-11-4	19-6	7	11	12	7	11	12	4.04	
191	20-11-4	19-16	9	15	16	9	15	16	4.03	
192	20-11-4	19-27	8	13	14	8	13	14	4.04	
193	20-11-4	19-37	7	12	15	7	12	15	4.01	
194	20-11-4	19-48	6	11	15	6	11	15	4.04	
195	20-11-4	19-59	8	12	15	8	12	15	4.03	
196	20-11-4	20-9	7	10	11	7	10	11	4.03	
197	20-11-4	20-20	7	10	10	7	10	10	4.03	
198	20-11-4	20-30	5	9	11	5	9	11	4.01	
199	20-11-4	20-41	5	8	9	5	8	9	4.02	
200	20-11-4	20-51	6	10	13	6	10	13	4.03	
201	20-11-4	21-2	6	13	15	6	13	15	4.02	
202	20-11-4	21-12	7	12	13	7	12	13	4.01	
203	20-11-4	21-23	7	10	13	7	10	13	4.02	
204	20-11-4	21-33	6	11	13	6	11	13	4.03	
205	20-11-4	21-44	6	11	13	6	11	13	4.01	
206	20-11-4	21-54	8	13	14	8	13	14	4.02	
207	20-11-4	22-5	7	14	15	7	14	15	4.02	
208	20-11-4	22-15	9	16	17	9	16	17	4.00	
209	20-11-4	22-26	8	13	13	8	13	13	4.02	
210	20-11-4	22-37	9	14	16	9	14	16	4.02	
211	20-11-4	22-47	11	16	17	11	16	17	4.02	
212	20-11-4	22-58	11	15	17	11	15	17	4.01	
213	20-11-4	23-8	10	17	20	10	17	20	4.01	
214	20-11-4	23-19	11	18	21	11	18	21	4.01	
215	20-11-4	23-29	11	16	19	11	16	19	4.02	
216	20-11-4	23-40	11	16	19	11	16	19	4.01	
217	20-11-4	23-50	11	16	19	11	16	19	4.01	
218	20-11-5	0-1	11	16	16	11	16	16	4.01	
219	20-11-5	0-5	12	17	20	12	17	20	4.12	
220	20-11-5	0-10	11	16	18	11	16	18	4.22	
221	20-11-5	0-16	11	15	18	11	15	18	4.11	
222	20-11-5	0-21	10	15	16	10	15	16	4.11	
223	20-11-5	0-27	10	15	16	10	15	16	4.11	
224	20-11-5	0-32	9	14	16	9	14	16	4.11	
225	20-11-5	0-38	8	13	15	8	13	15	4.11	
226	20-11-5	0-43	8	14	17	8	14	17	4.11	
227	20-11-5	0-49	10	16	18	10	16	18	4.12	
228	20-11-5	0-54	14	17	20	14	17	20	4.12	
229	20-11-5	1-0	11	16	19	11	16	19	4.12	
230	20-11-5	1-5	11	16	17	11	16	17	4.12	
231	20-11-5	1-11	10	13	17	10	13	17	4.12	
232	20-11-5	1-16	10	16	16	10	16	16	4.12	
233	20-11-5	1-22	11	16	19	11	16	19	4.12	
234	20-11-5	1-27	9	13	13	9	13	13	4.12	
235	20-11-5	1-33	10	16	18	10	16	18	4.12	
236	20-11-5	1-38	9	15	16	9	15	16	4.13	
237	20-11-5	1-44	9	14	17	9	14	17	4.11	
238	20-11-5	1-49	9	14	16	9	14	16	4.11	
239	20-11-5	1-55	8	13	14	8	13	14	4.11	
240	20-11-5	2-0	9	13	13	9	13	13	4.11	
241	20-11-5	2-6	9	14	16	9	14	16	4.11	
242	20-11-5	2-11	9	13	13	9	13	13	4.11	
243	20-11-5	2-17	9	15	18	9	15	18	4.11	
244	20-11-5	2-22	8	13	14	8	13	14	4.11	
245	20-11-5	2-28	11	15	16	11	15	16	4.11	
246	20-11-5	2-33	9	14	15	9	14	15	4.11	
247	20-11-5	2-39	8	13	16	8	13	16	4.11	
248	20-11-5	2-44	9	14	14	9	14	14	4.11	
249	20-11-5	2-50	12	16	18	12	16	18	4.11	
250	20-11-5	2-55	10	15	16	10	15	16	4.11	
251	20-11-5	3-1	11	15	16	11	15	16	4.11	
252	20-11-5	3-6	8	13	13	8	13	13	4.11	
253	20-11-5	3-12	10	14	15	10	14	15	4.11	
254	20-11-5	3-17	10	14	14	10	14	14	4.11	
255	20-11-5	3-23	11	14	14	11	14	14	4.11	
256	20-11-5	3-28	10	15	18	10	15	18	4.11	
257	20-11-5	3-34	10	14	14	10	14	14	4.11	
258	20-11-5	3-39	10	14	16	10	14	16	4.11	
259	20-11-5	3-45	10	14	16	10	14	16	4.11	
260	20-11-5	3-50	8	12	13	8	12	13	4.11	
261	20-11-5	3-56	7	12	13	7	12	13	4.11	
262	20-11-5	4-1	8	13	14	8	13	14	4.11	
263	20-11-5	4-7	9	13	14	9	13	14	4.11	
264	20-11-5	4-12	9	13	13	9	13	13	4.11	
265	20-11-5	4-18	7	13	15	7	13	15	4.11	
266	20-11-5	4-23	7	12	14	7	12	14	4.11	
267	20-11-5	4-29	9	13	15	9	13	15	4.11	
268	20-11-5	4-34	9	12	13	9	12	13	4.11	
269	20-11-5	4-40	9	12	12	9	12	12	4.11	
270	20-11-5	4-45	9	13	13	9	13	13	4.11	
271	20-11-5	4-51	9	13	16	9	13	16	4.11	
272	20-11-5	4-56	7	12	16	7	12	16	4.11	
273	20-11-5	5-2	7	11	13	7	11	13	4.11	
274	20-11-5	5-7	6	11	12	6	11	12	4.11	
275	20-11-5	5-13	6	9	9	6	9	9	4.11	
276	20-11-5	5-18	6	10	11	6	10	11	4.10	
277	20-11-5	5-24	7	12	12	7	12	12	4.11	
278	20-11-5	5-29	6	11	13	6	11	13	4.11	
279	20-11-5	5-35	9	12	12	9	12	12	4.11	
280	20-11-5	5-40	7	12	13	7	12	13	4.11	
281	20-11-5	5-46	9	11	11	9	11	11	4.11	
282	20-11-5	5-51	9	12	14	9	12	14	4.11	
283	20-11-5	5-57	7	11	13	7	11	13	4.10	
284	20-11-5	6-2	7	12	14	7	12	14	4.11	
285	20-11-5	6-8	7	11	13	7	11	13	4.10	
286	20-11-5	6-13	7	11	11	7	11	11	4.11	
287	20-11-5	6-19	7	10	10	7	10	10	4.11	
288	20-11-5	6-24	9	13	16	9	13	16	4.11	
289	20-11-5	6-30	7	11	13	7	11	13	4.11	
290	20-11-5	6-35	9	13	14	9	13	14	4.11	
291	20-11-5	6-41	9	12	12	9	12	12	4.10	
292	20-11-5	6-46	9	13	13	9	13	13	4.10	
293	20-11-5	6-52	7	12	13	7	12	13	4.11	
294	20-11-5	6-57	9	12	15	9	12	15	4.11	
295	20-11-5	7-3	9	13	15	9	13	15	4.10	
296	20-11-5	7-9	10	14	15	10	14	15	4.10	
297	20-11-5	7-14	9	11	13	9	11	13	4.11	
298	20-11-5	7-20	8	13	15	8	13	15	4.10	
299	20-11-5	7-25	8	12	12	8	12	12	4.11	
300	20-11-5	7-31	8	14	14	8	14	14	4.10	
301	20-11-5	7-36	8	12	13	8	12	13	4.11	
302	20-11-5	7-42	7	13	14	7	13	14	4.10	
303	20-11-5	7-47	10	16	16	10	16	16	4.10	
304	20-11-5	7-53	9	13	14	9	13	14	4.08	
305	20-11-5	8-3	5	8	10	5	8	10	4.08	
306	20-11-5	8-14	6	9	9	6	9	9	4.08	
307	20-11-5	8-24	6	9	12	6	9	12	4.08	
308	20-11-5	8-35	6	10	12	6	10	12	4.08	
309	20-11-5	8-45	6	10	11	6	10	11	4.08	
310	20-11-5	8-56	7	12	16	7	12	16	4.07	
311	20-11-5	9-6	7	10	10	7	10	10	4.08	
312	20-11-5	9-17	8	11	11	8	11	11	4.07	
313	20-11-5	9-27	6	9	12	6	9	12	4.07	
314	20-11-5	9-38	6	9	10	6	9	10	4.07	
315	20-11-5	9-48	6	9	9	6	9	9	4.07	
316	20-11-5	9-59	6	9	9	6	9	9	4.08	
317	20-11-5	10-9	6	8	8	6	8	8	4.07	
318	20-11-5	10-20	7	9	9	7	9	9	4.06	
319	20-11-5	10-31	6	9	9	6	9	9	4.06	
320	20-11-5	10-41	6	9	11	6	9	11	4.06	
321	20-11-5	10-52	7	10	14	7	10	14	4.06	
322	20-11-5	11-2	6	9	9	6	9	9	4.06	
323	20-11-5	11-13	7	9	13	7	9	13	4.06	
324	20-11-5	11-23	7	11	11	7	11	11	4.06	
325	20-11-5	11-34	8	11	11	8	11	11	4.06	
326	20-11-5	11-44	7	10	10	7	10	10	4.05	
327	20-11-5	11-55	7	11	13	7	11	13	4.04	
328	20-11-5	12-5	8	11	12	8	11	12	4.05	
329	20-11-5	12-16	9	12	14	9	12	14	4.05	
330	20-11-5	12-26	8	11	12	8	11	12	4.05	
331	20-11-5	12-37	8	12	14	8	12	14	4.04	
332	20-11-5	12-47	10	13	13	10	13	13	4.05	
333	20-11-5	12-58	10	16	18	10	16	18	4.04	
334	20-11-5	13-8	9	13	14	9	13	14	4.03	
335	20-11-5	13-19	7	12	12	7	12	12	4.04	
336	20-11-5	13-30	8	11	11	8	11	11	4.05	
337	20-11-5	13-40	10	14	14	10	14	14	4.04	
338	20-11-5	13-51	9	13	18	9	13	18	4.04	
339	20-11-5	14-1	7	10	11	7	10	11	4.04	
340	20-11-5	14-12	10	13	14	10	13	14	4.04	
341	20-11-5	14-22	9	13	17	9	13	17	4.03	
342	20-11-5	14-33	10	14	14	10	14	14	4.04	
343	20-11-5	14-43	8	10	11	8	10	11	4.03	
344	20-11-5	14-54	10	13	15	10	13	15	4.03	
345	20-11-5	15-4	9	13	13	9	13	13	4.03	
346	20-11-5	15-15	11	16	19	11	16	19	4.03	
347	20-11-5	15-25	11	16	19	11	16	19	4.03	
348	20-11-5	15-36	12	17	18	12	17	18	4.03	
349	20-11-5	15-46	11	15	17	11	15	17	4.03	
350	20-11-5	15-57	9	13	13	9	13	13	4.03	
351	20-11-5	16-8	10	14	14	10	14	14	4.02	
352	20-11-5	16-18	13	18	19	13	18	19	4.03	
353	20-11-5	16-29	12	17	19	12	17	19	4.02	
354	20-11-5	16-39	11	17	18	11	17	18	4.02	
355	20-11-5	16-42	11	16	17	11	16	17	4.28	
356	20-11-5	16-47	12	15	16	12	15	16	4.12	
357	20-11-5	16-53	12	17	19	12	17	19	4.12	
358	20-11-5	16-58	13	16	17	13	16	17	4.12	
359	20-11-5	17-4	9	13	14	9	13	14	4.12	
360	20-11-5	17-9	8	14	16	8	14	16	4.12	
361	20-11-5	17-15	10	15	17	10	15	17	4.12	
362	20-11-5	17-20	9	13	14	9	13	14	4.12	
363	20-11-5	17-26	8	12	13	8	12	13	4.12	
364	20-11-5	17-31	8	14	14	8	14	14	4.12	
365	20-11-5	17-37	9	14	15	9	14	15	4.12	
366	20-11-5	17-42	9	13	15	9	13	15	4.12	
367	20-11-5	17-48	10	15	16	10	15	16	4.12	
368	20-11-5	17-53	9	12	15	9	12	15	4.12	
369	20-11-5	17-59	8	12	14	8	12	14	4.12	
370	20-11-5	18-4	8	12	15	8	12	15	4.11	
371	20-11-5	18-10	9	13	15	9	13	15	4.11	
372	20-11-5	18-15	12	17	19	12	17	19	4.11	
373	20-11-5	18-21	11	17	18	11	17	18	4.11	
374	20-11-5	18-26	10	17	17	10	17	17	4.11	
375	20-11-5	18-32	15	26	42	15	26	42	4.11	
376	20-11-5	18-37	12	16	17	12	16	17	4.11	
377	20-11-5	18-43	11	17	18	11	17	18	4.11	
378	20-11-5	18-48	14	18	20	14	18	20	4.11	
379	20-11-5	18-54	13	19	20	13	19	20	4.11	
380	20-11-5	18-59	13	18	20	13	18	20	4.11	
381	20-11-5	19-5	14	20	24	14	20	24	4.11	
382	20-11-5	19-10	12	17	20	12	17	20	4.11	
383	20-11-5	19-16	13	17	18	13	17	18	4.11	
384	20-11-5	19-21	15	19	19	15	19	19	4.11	
385	20-11-5	19-27	12	18	18	12	18	18	4.11	
386	20-11-5	19-32	13	18	20	13	18	20	4.11	
387	20-11-5	19-38	14	18	21	14	18	21	4.11	
388	20-11-5	19-43	13	18	24	13	18	24	4.11	
389	20-11-5	19-49	13	17	18	13	17	18	4.11	
390	20-11-5	19-54	13	18	18	13	18	18	4.11	
391	20-11-5	20-0	10	15	15	10	15	15	4.11	
392	20-11-5	20-5	13	18	18	13	18	18	4.10	
393	20-11-5	20-11	13	17	17	13	17	17	4.11	
394	20-11-5	20-16	13	16	17	13	16	17	4.11	
395	20-11-5	20-22	14	19	20	14	19	20	4.11	
396	20-11-5	20-27	13	18	24	13	18	24	4.11	
397	20-11-5	20-33	14	18	21	14	18	21	4.11	
398	20-11-5	20-38	15	21	25	15	21	25	4.11	
399	20-11-5	20-44	16	21	23	16	21	23	4.11	
400	20-11-5	20-49	16	21	25	16	21	25	4.11	
401	20-11-5	20-55	15	20	24	15	20	24	4.11	
402	20-11-5	21-0	15	22	24	15	22	24	4.10	
403	20-11-5	21-6	15	23	24	15	23	24	4.11	
404	20-11-5	21-11	14	22	22	14	22	22	4.11	
405	20-11-5	21-17	14	19	22	14	19	22	4.10	
406	20-11-5	21-22	17	24	26	17	24	26	4.11	
407	20-11-5	21-28	17	23	23	17	23	23	4.10	
408	20-11-5	21-33	16	22	25	16	22	25	4.11	
409	20-11-5	21-39	18	23	23	18	23	23	4.10	
410	20-11-5	21-44	16	22	25	16	22	25	4.10	
411	20-11-5	21-50	19	28	29	19	28	29	4.11	
412	20-11-5	21-55	21	31	36	21	31	36	4.11	
413	20-11-5	22-1	17	24	25	17	24	25	4.11	
414	20-11-5	22-6	17	23	26	17	23	26	4.11	
415	20-11-5	22-12	23	31	33	22	31	33	4.11	
416	20-11-5	22-17	22	29	31	22	29	31	4.10	
417	20-11-5	22-23	18	26	32	18	26	32	4.10	
418	20-11-5	22-28	17	24	26	17	24	26	4.10	
419	20-11-5	22-34	18	24	26	18	24	26	4.11	
420	20-11-5	22-39	16	23	26	16	23	26	4.11	
421	20-11-5	22-45	16	23	24	16	23	24	4.10	
422	20-11-5	22-50	16	23	25	16	23	25	4.10	
423	20-11-5	22-56	17	25	30	17	25	30	4.11	
424	20-11-5	23-1	17	25	28	17	25	28	4.11	
425	20-11-5	23-7	18	23	24	18	23	24	4.10	
426	20-11-5	23-12	22	30	31	22	30	31	4.10	
427	20-11-5	23-18	18	27	30	18	27	30	4.10	
428	20-11-5	23-23	16	23	26	16	23	26	4.10	
429	20-11-5	23-29	20	28	31	20	28	31	4.10	
430	20-11-5	23-34	18	26	28	18	26	28	4.10	
431	20-11-5	23-40	18	26	30	18	26	30	4.11	
432	20-11-5	23-45	20	27	30	20	27	30	4.10	
433	20-11-5	23-51	21	29	31	21	29	31	4.11	
434	20-11-5	23-56	22	30	34	22	30	34	4.11	
435	20-11-6	0-2	20	26	31	20	26	31	4.10	
436	20-11-6	0-8	22	28	31	22	28	31	4.10	
437	20-11-6	0-13	24	32	33	23	32	33	4.11	
438	20-11-6	0-19	20	30	34	20	30	34	4.11	
439	20-11-6	0-24	16	25	26	16	25	26	4.10	
440	20-11-6	0-30	17	24	26	17	24	26	4.10	
441	20-11-6	0-35	21	29	34	21	29	34	4.10	
442	20-11-6	0-41	20	26	28	20	26	28	4.10	
443	20-11-6	0-46	20	27	31	20	27	31	4.10	
444	20-11-6	0-52	23	31	34	22	31	34	4.11	
445	20-11-6	0-57	20	26	31	20	26	31	4.11	
446	20-11-6	1-3	24	33	36	23	33	36	4.11	
447	20-11-6	1-8	22	32	39	22	32	39	4.11	
448	20-11-6	1-14	21	28	28	21	28	28	4.11	
449	20-11-6	1-19	24	35	38	23	34	38	4.11	
450	20-11-6	1-25	23	34	37	22	33	37	4.11	
451	20-11-6	1-30	23	34	37	22	33	37	4.10	
452	20-11-6	1-36	22	34	39	22	33	39	4.11	
453	20-11-6	1-41	22	32	39	22	32	39	4.11	
454	20-11-6	1-47	23	32	36	22	32	36	4.10	
455	20-11-6	1-52	22	33	39	22	33	39	4.10	
456	20-11-6	1-58	23	33	40	22	33	40	4.10	
457	20-11-6	2-3	21	31	32	21	31	32	4.10	
458	20-11-6	2-9	21	32	36	21	32	36	4.10	
459	20-11-6	2-14	22	32	36	22	32	36	4.11	
460	20-11-6	2-20	22	31	32	22	31	32	4.10	
461	20-11-6	2-25	22	31	33	22	31	33	4.10	
462	20-11-6	2-31	24	32	35	23	32	35	4.10	
463	20-11-6	2-36	25	35	36	24	34	36	4.10	
464	20-11-6	2-42	23	34	39	22	33	39	4.10	
465	20-11-6	2-47	22	32	35	22	32	35	4.10	
466	20-11-6	2-53	22	32	36	22	32	36	4.10	
467	20-11-6	2-58	23	35	40	22	34	40	4.10	
468	20-11-6	3-4	23	32	34	22	32	34	4.10	
469	20-11-6	3-9	22	34	35	22	33	35	4.10	
470	20-11-6	3-15	24	35	43	23	34	43	4.10	
471	20-11-6	3-20	23	32	43	22	32	43	4.10	
472	20-11-6	3-26	25	36	42	24	35	42	4.10	
473	20-11-6	3-31	24	35	38	23	34	38	4.10	
474	20-11-6	3-37	22	34	45	22	33	45	4.10	
475	20-11-6	3-42	23	33	36	22	33	36	4.10	
476	20-11-6	3-48	21	32	33	21	32	33	4.11	
477	20-11-6	3-53	23	33	34	22	33	34	4.11	
