数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
87	20-11-4	7-55	5	10	12	5	10	12	4.19
88	20-11-4	8-1	5	9	9	5	9	9	4.19
89	20-11-4	8-6	5	8	9	5	8	9	4.19
90	20-11-4	8-12	5	8	8	5	8	8	4.19
91	20-11-4	8-18	5	8	8	5	8	8	4.19
92	20-11-4	8-23	5	8	8	5	8	8	4.18
93	20-11-4	8-29	6	9	11	6	9	11	4.19
94	20-11-4	8-34	6	8	10	6	8	10	4.19
95	20-11-4	8-40	4	8	8	4	8	8	4.16
96	20-11-4	8-45	6	10	11	6	10	11	4.17
97	20-11-4	8-51	8	15	15	8	15	15	4.16
98	20-11-4	8-56	13	22	24	13	22	24	4.16
99	20-11-4	9-2	16	26	29	16	26	29	4.16
100	20-11-4	9-7	8	12	13	8	12	13	4.16
101	20-11-4	9-13	8	11	13	8	11	13	4.15
102	20-11-4	9-13	7	11	12	7	11	12	4.2
103	20-11-4	9-19	6	11	11	6	11	11	4.2
104	20-11-4	9-25	7	10	11	7	10	11	4.2
105	20-11-4	9-30	8	12	12	8	12	12	4.19
106	20-11-4	9-36	7	12	13	7	12	13	4.19
107	20-11-4	9-41	6	10	11	6	10	11	4.19
108	20-11-4	9-47	7	11	12	7	11	12	4.19
109	20-11-4	9-52	6	10	10	6	10	10	4.19
110	20-11-4	9-58	6	9	9	6	9	9	4.19
111	20-11-4	10-3	6	9	9	6	9	9	4.19
112	20-11-4	10-9	6	8	10	6	8	10	4.19
113	20-11-4	10-14	7	10	10	7	10	10	4.19
114	20-11-4	10-20	7	10	11	7	10	11	4.19
115	20-11-4	10-25	7	10	11	7	10	11	4.19
116	20-11-4	10-31	7	11	14	7	11	14	4.18
117	20-11-4	10-36	8	11	12	8	11	12	4.19
118	20-11-4	10-42	7	10	10	7	10	10	4.19
119	20-11-4	10-47	7	11	12	7	11	12	4.18
120	20-11-4	10-53	6	9	9	6	9	9	4.19
121	20-11-4	10-58	6	9	10	6	9	10	4.18
122	20-11-4	11-4	7	11	13	7	11	13	4.19
123	20-11-4	11-9	7	10	11	7	10	11	4.18
124	20-11-4	11-15	5	8	8	5	8	8	4.18
125	20-11-4	11-20	6	11	12	6	11	12	4.18
126	20-11-4	11-26	7	11	11	7	11	11	4.18
127	20-11-4	11-31	6	10	11	6	10	11	4.18
128	20-11-4	11-37	8	10	10	8	10	10	4.19
129	20-11-4	11-42	7	11	11	7	11	11	4.18
130	20-11-4	11-48	8	10	11	8	10	11	4.18
131	20-11-4	11-53	7	10	10	7	10	10	4.19
132	20-11-4	11-59	7	11	13	7	11	13	4.18
133	20-11-4	12-4	6	10	12	6	10	12	4.18
134	20-11-4	12-10	6	10	10	6	10	10	4.18
135	20-11-4	12-15	7	10	10	7	10	10	4.18
136	20-11-4	12-21	5	9	10	5	9	10	4.18
137	20-11-4	12-26	6	9	10	6	9	10	4.18
138	20-11-4	12-32	5	9	10	5	9	10	4.19
139	20-11-4	12-37	6	8	8	6	8	8	4.18
140	20-11-4	12-43	5	9	9	5	9	9	4.19
141	20-11-4	12-48	5	10	10	5	10	10	4.18
142	20-11-4	12-54	6	9	10	6	9	10	4.18
143	20-11-4	12-59	8	12	12	8	12	12	4.18
144	20-11-4	13-5	7	10	10	7	10	10	4.18
145	20-11-4	13-10	7	12	13	7	12	13	4.18
146	20-11-4	13-16	7	10	11	7	10	11	4.19
147	20-11-4	13-21	7	10	11	7	10	11	4.18
148	20-11-4	13-27	8	13	13	8	13	13	4.18
149	20-11-4	13-32	7	11	11	7	11	11	4.18
150	20-11-4	13-38	9	12	13	9	12	13	4.18
151	20-11-4	13-43	7	11	11	7	11	11	4.18
152	20-11-4	13-49	7	11	11	7	11	11	4.18
153	20-11-4	13-54	7	11	11	7	11	11	4.18
154	20-11-4	14-0	7	11	11	7	11	11	4.18
155	20-11-4	14-5	8	13	14	8	13	14	4.18
156	20-11-4	14-11	7	12	13	7	12	13	4.18
157	20-11-4	14-16	7	11	11	7	11	11	4.18
158	20-11-4	14-22	8	12	14	8	12	14	4.2
159	20-11-4	14-27	7	11	12	7	11	12	4.19
160	20-11-4	14-33	8	14	15	8	14	15	4.19
161	20-11-4	14-38	8	11	12	8	11	12	4.19
162	20-11-4	14-44	7	11	11	7	11	11	4.19
163	20-11-4	14-49	7	11	11	7	11	11	4.19
164	20-11-4	14-55	7	10	10	7	10	10	4.19
165	20-11-4	15-0	6	12	12	6	12	12	4.19
166	20-11-4	15-6	6	9	9	6	9	9	4.19
167	20-11-4	15-11	7	12	12	7	12	12	4.19
168	20-11-4	15-17	5	9	9	5	9	9	4.19
169	20-11-4	15-22	5	8	10	5	8	10	4.19
170	20-11-4	15-28	5	8	8	5	8	8	4.19
171	20-11-4	15-33	5	9	9	5	9	9	4.19
172	20-11-4	15-39	6	9	9	6	9	9	4.19
173	20-11-4	15-44	6	8	8	6	8	8	4.19
174	20-11-4	15-50	5	8	9	5	8	9	4.19
175	20-11-4	15-55	5	7	8	5	7	8	4.19
176	20-11-4	16-1	6	9	10	6	9	10	4.19
177	20-11-4	16-6	5	8	8	5	8	8	4.19
178	20-11-4	16-12	5	8	9	5	8	9	4.19
179	20-11-4	16-17	5	7	7	5	7	7	4.19
180	20-11-4	16-23	4	6	7	4	6	7	4.19
181	20-11-4	16-28	4	7	7	4	7	7	4.19
182	20-11-4	16-34	4	7	8	4	7	8	4.19
183	20-11-4	16-39	5	8	9	5	8	9	4.19
184	20-11-4	16-45	6	9	9	6	9	9	4.19
185	20-11-4	16-50	4	7	8	4	7	8	4.19
186	20-11-4	16-56	4	8	8	4	8	8	4.19
187	20-11-4	17-1	5	7	7	5	7	7	4.19
188	20-11-4	17-7	5	8	8	5	8	8	4.19
189	20-11-4	17-12	5	8	9	5	8	9	4.19
190	20-11-4	17-18	4	6	6	4	6	6	4.19
191	20-11-4	17-23	5	9	9	5	9	9	4.19
192	20-11-4	17-29	4	7	7	4	7	7	4.19
193	20-11-4	17-34	5	7	9	5	7	9	4.19
194	20-11-4	17-40	6	9	9	6	9	9	4.19
195	20-11-4	17-45	6	9	10	6	9	10	4.19
196	20-11-4	17-51	6	9	9	6	9	9	4.19
197	20-11-4	17-56	6	10	10	6	10	10	4.19
198	20-11-4	18-2	6	10	10	6	10	10	4.19
199	20-11-4	18-7	6	9	9	6	9	9	4.19
200	20-11-4	18-13	6	10	13	6	10	13	4.19
201	20-11-4	18-18	6	11	13	6	11	13	4.19
202	20-11-4	18-24	5	9	9	5	9	9	4.19
203	20-11-4	18-29	5	8	10	5	8	10	4.17
204	20-11-4	18-35	4	9	10	4	9	10	4.17
205	20-11-4	18-41	1	4	5	1	4	5	4.16
206	20-11-4	18-46	4	7	8	4	7	8	4.17
207	20-11-4	18-52	3	5	6	3	5	6	4.16
208	20-11-4	18-57	4	8	10	4	8	10	4.16
209	20-11-4	19-3	6	12	13	6	12	13	4.16
210	20-11-4	19-8	3	5	7	3	5	7	4.16
211	20-11-4	19-14	3	5	6	3	5	6	4.16
212	20-11-4	19-19	6	9	10	6	9	10	4.15
213	20-11-4	19-25	2	4	4	2	4	4	4.15
214	20-11-4	19-30	1	3	4	1	3	4	4.15
215	20-11-4	19-36	1	2	2	1	2	2	4.15
216	20-11-4	19-41	3	6	6	3	6	6	4.14
217	20-11-4	19-47	7	10	11	7	10	11	4.15
218	20-11-4	19-53	5	8	8	5	8	8	4.14
219	20-11-4	19-58	3	6	7	3	6	7	4.14
220	20-11-4	20-4	5	7	7	5	7	7	4.14
221	20-11-4	20-9	3	6	7	3	6	7	4.14
222	20-11-4	20-15	2	3	4	2	3	4	4.14
223	20-11-4	20-20	1	3	3	1	3	3	4.14
224	20-11-4	20-26	0	0	0	0	0	0	4.14
225	20-11-4	20-32	0	0	0	0	0	0	4.13
226	20-11-4	20-37	0	0	0	0	0	0	4.13
227	20-11-4	20-43	0	0	0	0	0	0	4.13
228	20-11-4	20-48	0	0	0	0	0	0	4.12
229	20-11-4	20-54	1	2	2	1	2	2	4.13
230	20-11-4	21-0	0	0	0	0	0	0	4.12
231	20-11-4	21-5	1	2	2	1	2	2	4.13
232	20-11-4	21-11	1	3	3	1	3	3	4.12
233	20-11-4	21-16	1	3	3	1	3	3	4.12
234	20-11-4	21-22	1	2	2	1	2	2	4.12
235	20-11-4	21-27	0	0	0	0	0	0	4.12
236	20-11-4	21-33	1	3	3	1	3	3	4.12
237	20-11-4	21-38	6	10	10	6	10	10	4.37
238	20-11-4	21-44	7	10	12	7	10	12	4.21
239	20-11-4	21-49	5	8	8	5	8	8	4.2
240	20-11-4	21-55	3	6	7	3	6	7	4.2
241	20-11-4	22-0	5	10	11	5	10	11	4.2
242	20-11-4	22-6	4	6	7	4	6	7	4.2
243	20-11-4	22-11	5	8	8	5	8	8	4.2
244	20-11-4	22-17	4	7	7	4	7	7	4.19
245	20-11-4	22-22	5	8	10	5	8	10	4.19
246	20-11-4	22-28	5	8	8	5	8	8	4.19
247	20-11-4	22-33	5	8	9	5	8	9	4.19
248	20-11-4	22-39	5	8	8	5	8	8	4.19
249	20-11-4	22-44	4	8	9	4	8	9	4.19
250	20-11-4	22-50	7	11	11	7	11	11	4.19
251	20-11-4	22-55	5	10	12	5	10	12	4.19
252	20-11-4	23-1	6	8	9	6	8	9	4.19
253	20-11-4	23-10	6	10	12	6	10	12	4.2
254	20-11-4	23-16	8	11	11	8	11	11	4.19
255	20-11-4	23-21	6	9	9	6	9	9	4.19
256	20-11-4	23-27	6	9	9	6	9	9	4.19
257	20-11-4	23-32	7	11	12	7	11	12	4.19
258	20-11-4	23-38	6	10	12	6	10	12	4.19
259	20-11-4	23-43	6	11	12	6	11	12	4.19
260	20-11-4	23-49	8	11	11	8	11	11	4.19
261	20-11-4	23-54	7	11	12	7	11	12	4.19
262	20-11-5	0-0	8	12	13	8	12	13	4.19
263	20-11-5	0-5	8	12	13	8	12	13	4.19
264	20-11-5	0-11	7	11	11	7	11	11	4.19
265	20-11-5	0-16	7	11	12	7	11	12	4.19
266	20-11-5	0-22	7	10	11	7	10	11	4.19
267	20-11-5	0-27	6	8	9	6	8	9	4.19
268	20-11-5	0-33	7	11	11	7	11	11	4.19
269	20-11-5	0-38	6	9	9	6	9	9	4.19
270	20-11-5	0-44	7	9	10	7	9	10	4.19
271	20-11-5	0-49	6	11	11	6	11	11	4.19
272	20-11-5	0-55	7	10	11	7	10	11	4.19
273	20-11-5	1-0	7	10	10	7	10	10	4.19
274	20-11-5	1-6	7	12	13	7	12	13	4.19
275	20-11-5	1-11	7	12	12	7	12	12	4.19
276	20-11-5	1-17	7	10	10	7	10	10	4.19
277	20-11-5	1-22	6	9	10	6	9	10	4.19
278	20-11-5	1-28	5	8	10	5	8	10	4.19
279	20-11-5	1-33	6	10	10	6	10	10	4.19
280	20-11-5	1-39	7	10	10	7	10	10	4.19
281	20-11-5	1-44	7	11	11	7	11	11	4.19
282	20-11-5	1-50	6	8	8	6	8	8	4.19
283	20-11-5	1-55	6	9	9	6	9	9	4.19
284	20-11-5	2-1	5	9	9	5	9	9	4.19
285	20-11-5	2-6	6	9	10	6	9	10	4.19
286	20-11-5	2-12	6	9	10	6	9	10	4.19
287	20-11-5	2-18	5	10	10	5	10	10	4.19
288	20-11-5	2-23	7	11	11	7	11	11	4.19
289	20-11-5	2-29	6	9	10	6	9	10	4.19
290	20-11-5	2-34	6	9	10	6	9	10	4.19
291	20-11-5	2-40	7	9	10	7	9	10	4.19
292	20-11-5	2-45	6	9	9	6	9	9	4.19
293	20-11-5	2-51	7	9	9	7	9	9	4.19
294	20-11-5	2-56	7	10	10	7	10	10	4.19
295	20-11-5	3-2	6	10	10	6	10	10	4.19
296	20-11-5	3-7	5	9	10	5	9	10	4.19
297	20-11-5	3-13	5	9	9	5	9	9	4.19
298	20-11-5	3-18	6	8	8	6	8	8	4.19
299	20-11-5	3-24	7	11	11	7	11	11	4.19
300	20-11-5	3-29	6	9	9	6	9	9	4.19
301	20-11-5	3-35	5	8	10	5	8	10	4.19
302	20-11-5	3-40	5	9	11	5	9	11	4.19
303	20-11-5	3-46	6	8	8	6	8	8	4.19
304	20-11-5	3-51	5	8	9	5	8	9	4.19
305	20-11-5	3-57	5	8	8	5	8	8	4.19
306	20-11-5	4-2	5	7	8	5	7	8	4.19
307	20-11-5	4-8	5	8	8	5	8	8	4.19
308	20-11-5	4-13	6	10	10	6	10	10	4.19
309	20-11-5	4-19	6	8	9	6	8	9	4.19
310	20-11-5	4-24	4	8	8	4	8	8	4.19
311	20-11-5	4-30	5	9	10	5	9	10	4.19
312	20-11-5	4-35	4	8	8	4	8	8	4.19
313	20-11-5	4-41	5	8	8	5	8	8	4.19
314	20-11-5	4-46	4	8	9	4	8	9	4.19
315	20-11-5	4-52	4	6	7	4	6	7	4.19
316	20-11-5	4-57	4	6	6	4	6	6	4.19
317	20-11-5	5-3	4	7	7	4	7	7	4.19
318	20-11-5	5-8	4	7	7	4	7	7	4.19
319	20-11-5	5-14	4	7	9	4	7	9	4.19
320	20-11-5	5-19	4	8	9	4	8	9	4.19
321	20-11-5	5-25	4	6	6	4	6	6	4.19
322	20-11-5	5-30	4	7	7	4	7	7	4.19
323	20-11-5	5-36	4	6	7	4	6	7	4.19
324	20-11-5	5-41	4	7	7	4	7	7	4.19
325	20-11-5	5-47	4	7	7	4	7	7	4.19
326	20-11-5	5-52	4	7	9	4	7	9	4.19
327	20-11-5	5-58	5	7	7	5	7	7	4.19
328	20-11-5	6-3	4	8	9	4	8	9	4.19
329	20-11-5	6-9	4	7	8	4	7	8	4.19
330	20-11-5	6-14	5	7	8	5	7	8	4.19
331	20-11-5	6-20	4	6	7	4	6	7	4.19
332	20-11-5	6-25	4	7	7	4	7	7	4.19
333	20-11-5	6-31	4	8	8	4	8	8	4.19
334	20-11-5	6-36	5	9	9	5	9	9	4.19
335	20-11-5	6-42	4	7	8	4	7	8	4.19
336	20-11-5	6-47	4	7	7	4	7	7	4.19
337	20-11-5	6-53	5	8	10	5	8	10	4.19
338	20-11-5	6-58	4	8	9	4	8	9	4.19
339	20-11-5	7-4	5	8	10	5	8	10	4.19
340	20-11-5	7-9	4	8	10	4	8	10	4.19
341	20-11-5	7-15	4	7	7	4	7	7	4.19
342	20-11-5	7-20	5	9	10	5	9	10	4.19
343	20-11-5	7-26	4	7	7	4	7	7	4.19
344	20-11-5	7-31	7	11	13	7	11	13	4.19
345	20-11-5	7-37	6	10	11	6	10	11	4.19
346	20-11-5	7-42	4	8	10	4	8	10	4.19
347	20-11-5	7-48	3	6	7	3	6	7	4.19
348	20-11-5	7-53	4	7	8	4	7	8	4.19
349	20-11-5	7-59	5	8	8	5	8	8	4.19
350	20-11-5	8-4	4	6	6	4	6	6	4.19
351	20-11-5	8-10	4	7	8	4	7	8	4.19
352	20-11-5	8-15	3	6	7	3	6	7	4.19
353	20-11-5	8-21	4	7	7	4	7	7	4.19
354	20-11-5	8-26	4	7	7	4	7	7	4.19
355	20-11-5	8-32	2	4	5	2	4	5	4.19
356	20-11-5	8-37	4	5	5	4	5	5	4.19
357	20-11-5	8-43	3	6	7	3	6	7	4.19
358	20-11-5	8-48	4	7	9	4	7	9	4.19
359	20-11-5	8-54	3	5	5	3	5	5	4.19
360	20-11-5	8-59	4	7	7	4	7	7	4.19
361	20-11-5	9-5	3	7	7	3	7	7	4.19
362	20-11-5	9-10	3	4	4	3	4	4	4.19
363	20-11-5	9-16	3	6	6	3	6	6	4.19
364	20-11-5	9-21	3	5	5	3	5	5	4.19
365	20-11-5	9-27	4	7	7	4	7	7	4.19
366	20-11-5	9-32	3	5	6	3	5	6	4.16
367	20-11-5	9-38	3	5	6	3	5	6	4.16
368	20-11-5	9-43	2	4	5	2	4	5	4.16
369	20-11-5	9-49	3	5	5	3	5	5	4.16
370	20-11-5	9-55	3	5	5	3	5	5	4.16
371	20-11-5	10-0	2	5	5	2	5	5	4.16
372	20-11-5	10-6	2	4	4	2	4	4	4.16
373	20-11-5	10-11	3	6	6	3	6	6	4.15
374	20-11-5	10-17	3	6	6	3	6	6	4.15
375	20-11-5	10-22	3	5	5	3	5	5	4.15
376	20-11-5	10-28	3	5	5	3	5	5	4.15
377	20-11-5	10-33	4	6	6	4	6	6	4.15
378	20-11-5	10-39	3	6	6	3	6	6	4.14
379	20-11-5	10-44	2	5	5	2	5	5	4.14
380	20-11-5	10-50	4	6	6	4	6	6	4.14
381	20-11-5	10-55	3	5	5	3	5	5	4.14
382	20-11-5	11-1	3	6	7	3	6	7	4.14
383	20-11-5	11-6	4	6	6	4	6	6	4.14
384	20-11-5	11-12	3	5	5	3	5	5	4.14
385	20-11-5	11-18	4	7	8	4	7	8	4.13
386	20-11-5	11-23	4	6	6	4	6	6	4.14
387	20-11-5	11-29	4	7	8	4	7	8	4.13
388	20-11-5	11-34	4	7	8	4	7	8	4.13
389	20-11-5	11-40	4	7	7	4	7	7	4.13
390	20-11-5	11-45	4	6	6	4	6	6	4.13
391	20-11-5	11-51	4	7	7	4	7	7	4.13
392	20-11-5	11-56	5	8	9	5	8	9	4.13
393	20-11-5	12-2	5	7	7	5	7	7	4.12
394	20-11-5	12-7	5	7	7	5	7	7	4.13
395	20-11-5	12-13	5	8	8	5	8	8	4.12
396	20-11-5	12-18	5	8	8	5	8	8	4.12
397	20-11-5	12-24	5	7	7	5	7	7	4.12
398	20-11-5	12-29	4	6	7	4	6	7	4.11
399	20-11-5	12-35	4	6	6	4	6	6	4.12
400	20-11-5	12-41	5	7	8	5	7	8	4.12
401	20-11-5	12-46	6	9	9	6	9	9	4.13
402	20-11-5	12-52	5	9	9	5	9	9	4.12
403	20-11-5	12-57	5	8	8	5	8	8	4.11
404	20-11-5	13-3	4	7	7	4	7	7	4.11
405	20-11-5	13-8	6	9	10	6	9	10	4.11
406	20-11-5	13-14	5	9	9	5	9	9	4.11
407	20-11-5	13-19	5	9	10	5	9	10	4.11
408	20-11-5	13-25	6	9	9	6	9	9	4.11
409	20-11-5	13-30	7	11	11	7	11	11	4.1
410	20-11-5	13-32	6	12	13	6	12	13	4.23
411	20-11-5	13-37	6	9	10	6	9	10	4.19
412	20-11-5	13-43	5	8	8	5	8	8	4.19
413	20-11-5	13-48	5	8	8	5	8	8	4.2
414	20-11-5	13-54	5	9	10	5	9	10	4.2
415	20-11-5	13-59	6	9	9	6	9	9	4.2
416	20-11-5	14-5	5	7	7	5	7	7	4.2
417	20-11-5	14-10	6	9	10	6	9	10	4.2
418	20-11-5	14-16	4	8	8	4	8	8	4.19
419	20-11-5	14-21	4	7	8	4	7	8	4.19
420	20-11-5	14-27	6	10	10	6	10	10	4.19
421	20-11-5	14-32	7	10	10	7	10	10	4.19
422	20-11-5	14-38	6	9	9	6	9	9	4.19
423	20-11-5	14-43	7	10	10	7	10	10	4.19
424	20-11-5	14-49	6	11	11	6	11	11	4.19
425	20-11-5	14-54	6	9	9	6	9	9	4.19
426	20-11-5	15-0	8	11	12	8	11	12	4.18
427	20-11-5	15-5	7	11	13	7	11	13	4.18
428	20-11-5	15-11	8	10	11	8	10	11	4.18
429	20-11-5	15-16	7	11	14	7	11	14	4.19
430	20-11-5	15-22	7	11	12	7	11	12	4.18
431	20-11-5	15-27	7	11	12	7	11	12	4.18
432	20-11-5	15-33	7	11	11	7	11	11	4.18
433	20-11-5	15-38	8	12	12	8	12	12	4.18
434	20-11-5	15-44	7	12	13	7	12	13	4.18
435	20-11-5	15-49	8	11	11	8	11	11	4.18
436	20-11-5	15-55	7	10	11	7	10	11	4.18
437	20-11-5	16-0	8	12	16	8	12	16	4.18
438	20-11-5	16-6	7	10	10	7	10	10	4.18
439	20-11-5	16-12	7	9	10	7	9	10	4.18
440	20-11-5	16-17	7	10	10	7	10	10	4.18
441	20-11-5	16-23	6	8	9	6	8	9	4.18
442	20-11-5	16-28	8	11	12	8	11	12	4.18
443	20-11-5	16-34	7	11	12	7	11	12	4.18
444	20-11-5	16-39	7	10	11	7	10	11	4.18
445	20-11-5	16-45	7	10	11	7	10	11	4.18
446	20-11-5	16-50	8	11	11	8	11	11	4.18
447	20-11-5	16-56	7	10	10	7	10	10	4.18
448	20-11-5	17-1	7	11	11	7	11	11	4.18
449	20-11-5	17-7	6	8	8	6	8	8	4.18
450	20-11-5	17-12	6	9	9	6	9	9	4.18
451	20-11-5	17-18	7	11	12	7	11	12	4.18
452	20-11-5	17-23	6	9	10	6	9	10	4.18
453	20-11-5	17-29	7	11	12	7	11	12	4.18
454	20-11-5	17-34	7	10	10	7	10	10	4.18
455	20-11-5	17-40	6	9	9	6	9	9	4.18
456	20-11-5	17-45	7	11	12	7	11	12	4.18
457	20-11-5	17-51	6	9	9	6	9	9	4.18
458	20-11-5	17-56	7	10	11	7	10	11	4.18
459	20-11-5	18-2	8	10	10	8	10	10	4.18
460	20-11-5	18-7	7	10	10	7	10	10	4.18
461	20-11-5	18-13	7	11	12	7	11	12	4.18
462	20-11-5	18-18	8	13	13	8	13	13	4.18
463	20-11-5	18-24	7	11	14	7	11	14	4.18
464	20-11-5	18-29	9	13	13	9	13	13	4.18
465	20-11-5	18-35	7	11	13	7	11	13	4.18
466	20-11-5	18-40	8	12	12	8	12	12	4.18
467	20-11-5	18-46	8	12	15	8	12	15	4.18
468	20-11-5	18-51	11	14	14	11	14	14	4.18
469	20-11-5	18-57	9	14	16	9	14	16	4.18
470	20-11-5	19-2	11	16	17	11	16	17	4.16
471	20-11-5	19-8	10	14	16	10	14	16	4.14
472	20-11-5	19-13	9	14	15	9	14	15	4.16
473	20-11-5	19-19	10	13	13	10	13	13	4.16
474	20-11-5	19-24	10	14	15	10	14	15	4.16
475	20-11-5	19-30	9	13	14	9	13	14	4.17
476	20-11-5	19-35	11	14	14	11	14	14	4.16
477	20-11-5	19-41	10	14	15	10	14	15	4.15
478	20-11-5	19-46	9	12	13	9	12	13	4.15
479	20-11-5	19-52	9	13	14	9	13	14	4.15
480	20-11-5	19-57	11	14	15	11	14	15	4.16
481	20-11-5	20-3	8	12	13	8	12	13	4.15
482	20-11-5	20-9	9	13	13	9	13	13	4.15
483	20-11-5	20-14	8	12	12	8	12	12	4.15
484	20-11-5	20-20	9	13	15	9	13	15	4.14
485	20-11-5	20-25	10	14	15	10	14	15	4.14
486	20-11-5	20-31	9	13	13	9	13	13	4.14
487	20-11-5	20-36	7	12	12	7	12	12	4.14
488	20-11-5	20-42	7	12	12	7	12	12	4.14
489	20-11-5	20-47	9	13	15	9	13	15	4.14
490	20-11-5	20-53	10	14	14	10	14	14	4.14
491	20-11-5	20-58	9	16	17	9	16	17	4.14
492	20-11-5	21-4	9	14	14	9	14	14	4.14
493	20-11-5	21-9	10	13	13	10	13	13	4.13
494	20-11-5	21-15	9	14	16	9	14	16	4.13
495	20-11-5	21-20	11	15	16	11	15	16	4.13
